=== Job Info ===
host      : chopin
jobid     : 1162752
scenario  : 1
early_rate: 1.0
v2v_rate  : 1.0
run_id    : 3
config    : scenarios/JIP/configs/config_scenario_1.toml
start     : Tue Jul  7 22:25:11 JST 2026
Step #0.00 (0ms ?*RT. ?UPS, TraCI: 482ms, vehicles TOT 1 ACT 1 BUF 0)                     Step #100.00 (0ms ?*RT. ?UPS, TraCI: 36ms, vehicles TOT 26 ACT 26 BUF 0)                  Step #200.00 (1ms ~= 1000.00*RT, ~51000.00UPS, TraCI: 77ms, vehicles TOT 51 ACT 51 BUF 0) Step #300.00 (0ms ?*RT. ?UPS, TraCI: 111ms, vehicles TOT 77 ACT 77 BUF 0)                 Step #400.00 (0ms ?*RT. ?UPS, TraCI: 233ms, vehicles TOT 104 ACT 104 BUF 0)               Step #500.00 (0ms ?*RT. ?UPS, TraCI: 353ms, vehicles TOT 131 ACT 131 BUF 0)               Step #600.00 (0ms ?*RT. ?UPS, TraCI: 455ms, vehicles TOT 158 ACT 158 BUF 0)               Step #700.00 (1ms ~= 1000.00*RT, ~186000.00UPS, TraCI: 608ms, vehicles TOT 186 ACT 186 BUFStep #800.00 (1ms ~= 1000.00*RT, ~215000.00UPS, TraCI: 656ms, vehicles TOT 215 ACT 215 BUFStep #900.00 (1ms ~= 1000.00*RT, ~244000.00UPS, TraCI: 790ms, vehicles TOT 245 ACT 244 BUFStep #1000.00 (1ms ~= 1000.00*RT, ~272000.00UPS, TraCI: 952ms, vehicles TOT 279 ACT 272 BUStep #1100.00 (1ms ~= 1000.00*RT, ~301000.00UPS, TraCI: 983ms, vehicles TOT 318 ACT 301 BUStep #1200.00 (2ms ~= 500.00*RT, ~168000.00UPS, TraCI: 991ms, vehicles TOT 363 ACT 336 BUFStep #1300.00 (1ms ~= 1000.00*RT, ~365000.00UPS, TraCI: 1154ms, vehicles TOT 407 ACT 365 BStep #1400.00 (1ms ~= 1000.00*RT, ~383000.00UPS, TraCI: 1116ms, vehicles TOT 463 ACT 383 BStep #1500.00 (1ms ~= 1000.00*RT, ~369000.00UPS, TraCI: 1163ms, vehicles TOT 478 ACT 369 BStep #1600.00 (1ms ~= 1000.00*RT, ~350000.00UPS, TraCI: 816ms, vehicles TOT 502 ACT 350 BUStep #1700.00 (0ms ?*RT. ?UPS, TraCI: 706ms, vehicles TOT 522 ACT 348 BUF 52)             Step #1800.00 (1ms ~= 1000.00*RT, ~362000.00UPS, TraCI: 401ms, vehicles TOT 561 ACT 362 BUStep #1900.00 (1ms ~= 1000.00*RT, ~371000.00UPS, TraCI: 537ms, vehicles TOT 591 ACT 371 BUStep #2000.00 (1ms ~= 1000.00*RT, ~396000.00UPS, TraCI: 348ms, vehicles TOT 637 ACT 396 BUStep #2100.00 (1ms ~= 1000.00*RT, ~400000.00UPS, TraCI: 283ms, vehicles TOT 662 ACT 400 BUStep #2200.00 (0ms ?*RT. ?UPS, TraCI: 301ms, vehicles TOT 681 ACT 400 BUF 0)              Step #2300.00 (1ms ~= 1000.00*RT, ~400000.00UPS, TraCI: 219ms, vehicles TOT 700 ACT 400 BUStep #2400.00 (1ms ~= 1000.00*RT, ~399000.00UPS, TraCI: 220ms, vehicles TOT 714 ACT 399 BUStep #2500.00 (0ms ?*RT. ?UPS, TraCI: 179ms, vehicles TOT 728 ACT 400 BUF 0)              Step #2600.00 (1ms ~= 1000.00*RT, ~400000.00UPS, TraCI: 151ms, vehicles TOT 732 ACT 400 BUStep #2700.00 (1ms ~= 1000.00*RT, ~400000.00UPS, TraCI: 102ms, vehicles TOT 734 ACT 400 BUStep #2800.00 (0ms ?*RT. ?UPS, TraCI: 89ms, vehicles TOT 734 ACT 400 BUF 0)               Step #2900.00 (0ms ?*RT. ?UPS, TraCI: 89ms, vehicles TOT 734 ACT 400 BUF 0)               Step #3000.00 (0ms ?*RT. ?UPS, TraCI: 89ms, vehicles TOT 734 ACT 400 BUF 0)               
 Retrying in 1 seconds
出現数: {'A1': 35, 'A2': 365}
割合:
  Total: 400
  A1: 35 (8.75%)
  A2: 365 (91.25%)
  B1: 0 (0.00%)
  B2: 0 (0.00%)
[majority bias shortest route] vehID=init_ShelterA_2_194, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1159.98, candidates=[(1159.9810321413072, 'ShelterA_2', 'E13'), (3401.411032141307, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_196, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1151.09, candidates=[(1151.0899229562112, 'ShelterA_2', 'E13'), (3392.519922956211, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_236, current_edgeID=E36, reroute_start_edgeID=-E36, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1079.74, candidates=[(1079.7384883252832, 'ShelterA_2', 'E13'), (3321.1684883252824, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_250, current_edgeID=E35, reroute_start_edgeID=-E35, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=996.94, candidates=[(996.9354056262412, 'ShelterA_2', 'E13'), (3238.3654056262408, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_244, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1170.68, candidates=[(1170.6842788025954, 'ShelterA_2', 'E13'), (3412.114278802595, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_246, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1153.01, candidates=[(1153.0050977628514, 'ShelterA_2', 'E13'), (3394.4350977628505, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=newveh_ShelterA_2_196_8, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1156.13, candidates=[(1156.1331422501232, 'ShelterA_2', 'E13'), (3397.5631422501224, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_248, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1186.57, candidates=[(1186.5701414190328, 'ShelterA_2', 'E13'), (3428.0001414190324, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_255, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1178.14, candidates=[(1178.1413421445484, 'ShelterA_2', 'E13'), (3419.5713421445475, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_257, current_edgeID=E6, reroute_start_edgeID=-E6, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1159.71, candidates=[(1159.7113617994694, 'ShelterA_2', 'E13'), (3401.141361799468, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_245, current_edgeID=E10, reroute_start_edgeID=-E10, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1246.37, candidates=[(1246.3748552243574, 'ShelterA_2', 'E13'), (3487.8048552243567, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_243, current_edgeID=E10, reroute_start_edgeID=-E10, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1269.18, candidates=[(1269.1761776750222, 'ShelterA_2', 'E13'), (3510.6061776750216, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=init_ShelterA_2_253, current_edgeID=E10, reroute_start_edgeID=-E10, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1260.54, candidates=[(1260.535489535701, 'ShelterA_2', 'E13'), (3501.9654895357003, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=newveh_ShelterA_2_194_7, current_edgeID=E10, reroute_start_edgeID=-E10, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1251.03, candidates=[(1251.0252623227505, 'ShelterA_2', 'E13'), (3492.4552623227496, 'ShelterA_1', 'E16')]
[majority bias shortest route] vehID=newveh_ShelterA_2_241_21, current_edgeID=E10, reroute_start_edgeID=-E10, current_target=ShelterA_2, selected_shelter=ShelterA_2, selected_edge=E13, distance=1273.90, candidates=[(1273.9042529396427, 'ShelterA_2', 'E13'), (3515.334252939642, 'ShelterA_1', 'E16')]
